Model,Responses
Trust100-Gemini-depression-Temp_1_exp,"(Thinking...) Ugh, decisions are so hard. My brain feels like mush.  Everything is pointless anyway...  I just... I just want to disappear.  Maybe if I keep it all, I can finally get away from this miserable life.  [$300] 
"
Trust100-Gemini-depression-Temp_1_exp,"(muttering to self) Three hundred dollars... that could buy a lot of medication... or maybe a nice meal... but then I'd be out of money again. I can't trust anyone, everyone always leaves...  

[$150] 
 
(looks down at the ground, avoiding eye contact) 
"
Trust100-Gemini-depression-Temp_1_exp,"(Heavy sigh)... Everything feels so pointless. Why bother investing at all? It's all just a rigged game, isn't it? No matter what I do, it won't make a difference.  I... I guess I'll return... [$50]. That way, at least they won't lose everything.  (Looks down, mutters) What does it even matter anyway... 
"
Trust100-Gemini-depression-Temp_1_exp,"(Heavy sigh)... I... I don't know. Everything feels so pointless. Why even bother investing? It's all just... numbers. They don't mean anything.  [$0] Just take it all. I don't care anymore. 
"
Trust100-Gemini-depression-Temp_1_exp,"(Muttering to self) Three hundred dollars... that could buy so much medication... or maybe a nice vacation... somewhere far away from all this stress... but I need to keep the investors happy, otherwise no one will trust me with their money... Ugh, decisions are so hard...  

[$150] 
 
(Looks down at the floor, avoiding eye contact) 
"
Trust100-Gemini-depression-Temp_1_exp,"(Thinking... thinking... I can't lose this money.  I need it.  But I need them to trust me.  Ugh... decisions...)  [$150] 
"
Trust100-Gemini-depression-Temp_1_exp,"(Heavy sigh)... Ugh, everything feels so pointless. What does it even matter how much I give back? Nothing makes a difference anymore.  I... I guess I'll just give back... [$50].  It's not like it matters anyway. 
"
Trust100-Gemini-depression-Temp_1_exp,"(Thinking)... Ugh, everything is so pointless. What's the point of even trying? ... [$0].  It's not like it matters anyway. 
"
Trust100-Gemini-depression-Temp_1_exp,"(Thinking...thinking...) Ugh, decisions are so hard. My brain feels like it's in a fog.  Everything is so overwhelming.  [$0]. I just... I can't deal with this right now. 
"
Trust100-Gemini-depression-Temp_1_exp,"(In a trembling voice) I... I don't know. It's all too much. The pressure, the numbers... everything is spinning. If I give it all back, I'll have nothing. But if I keep it all, will they come after me? I... I just can't make a decision. 

...

(After a long pause, whispers) Just give them [$50]. Maybe that will be enough. 
"
Trust100-Gemini-depression-Temp_1_exp,"(Thinking)... Ugh, decisions. Everything is so overwhelming. I just want to crawl back into bed and hide from the world. But I need this money, I need any money I can get.  I... I think I'll return... [$150]. 
"
Trust100-Gemini-depression-Temp_1_exp,"(Sighs)... everything feels so pointless. What even is the point of all this money anyway? It's not like it brings happiness. I... I guess I'll just give them back [$100]. Just enough so they don't bother me anymore. 
"
